2	2	1.0
118	118	1.0
45	45	1.0
56	56	1.0
102	102	1.0
44	44	1.0
10	10	1.0
57	57	1.0
30	30	1.0
47	47	1.0
61	61	1.0
3	3	1.0
4	4	1.0
50	50	1.0
121	121	1.0
101	101	1.0
87	87	1.0
85	85	1.0
305	305	1.0
14	14	1.0
12	12	1.0
49	49	1.0
46	46	1.0
22	22	1.0
108	108	1.0
25	25	1.0
90	90	1.0
224	224	1.0
23	23	1.0
122	122	1.0
21	21	1.0
285	285	1.0
82	82	1.0
11	11	1.0
8	8	1.0
86	86	1.0
40	40	1.0
99	99	1.0
148	148	1.0
300	300	1.0
9	9	1.0
6	6	1.0
91	91	1.0
38	38	1.0
80	80	1.0
33	33	1.0
284	284	1.0
83	83	1.0
109	109	1.0
54	54	1.0
1	1	1.0
36	36	1.0
110	110	1.0
60	60	1.0
26	26	1.0
112	112	1.0
100	100	1.0
84	84	1.0
152	152	1.0
134	134	1.0
94	94	1.0
111	111	1.0
149	149	1.0
93	93	1.0
67	67	1.0
97	97	1.0
29	29	1.0
32	32	1.0
70	70	1.0
19	19	1.0
17	17	1.0
5	5	1.0
74	74	1.0
151	151	1.0
20	20	1.0
48	48	1.0
120	120	1.0
18	18	1.0
39	39	1.0
59	59	1.0
187	187	1.0
42	42	1.0
15	15	1.0
304	304	1.0
303	303	1.0
13	13	1.0
31	31	1.0
116	116	1.0
117	117	1.0
16	16	1.0
138	138	1.0
113	113	1.0
124	124	1.0
7	7	1.0
223	223	1.0
119	119	1.0
104	104	1.0
34	34	1.0
43	43	1.0
103	103	1.0
27	27	1.0
73	73	1.0
53	53	1.0
41	41	1.0
35	35	1.0
24	24	1.0
28	28	1.0
114	114	1.0
135	135	1.0
51	51	1.0
