+852 2819 5568	+852 2819 5568	1.0
+852 2877 0898	+852 2877 0898	1.0
+852 2468 2010	+852 2468 2010	1.0
+852 2382 0077	+852 2382 0077	1.0
+852 2887 8700	+852 2887 8700	1.0
+852 2526 6456	+852 2526 6456	1.0
+852 3590 8756	+852 3590 8756	1.0
+852 2696 6760	+852 2696 6760	1.0
+852 2506 0688	+852 2506 0688	1.0
+852 2723 9833	+852 2723 9833	1.0
+852 2295 0505	+852 2295 0505	1.0
+852 2820 8570	+852 2820 8570	1.0
+852 2794 0095	+852 2794 0095	1.0
+852 2796 2203	+852 2796 2203	1.0
+852 2450 5778	+852 2450 5778	1.0
+852 2796 2828	+852 2796 2828	1.0
+852 2544 3895	+852 2544 3895	1.0
+852 2838 6116	+852 2838 6116	1.0
+852 2877 3552	+852 2877 3552	1.0
+852 2813 4313	+852 2813 4313	1.0
+852 2656 3088	+852 2656 3088	1.0
+852 2323 1778	+852 2323 1778	1.0
+852 3705 1983	+852 3705 1983	1.0
+852 2520 0899	+852 2520 0899	1.0
+852 2366 7565	+852 2366 7565	1.0
+852 9726 9301	+852 9726 9301	1.0
+852 2311 3905	+852 2311 3905	1.0
+852 2388 9050	+852 2388 9050	1.0
+852 2555 2202	+852 2555 2202	1.0
+852 3188 2355	+852 3188 2355	1.0
+852 3996 7754	+852 3996 7754	1.0
+852 2520 2268	+852 2520 2268	1.0
+852 2666 7766	+852 2666 7766	1.0
+852 2831 8989	+852 2831 8989	1.0
+852 2325 5199	+852 2325 5199	1.0
+852 2523 2872	+852 2523 2872	1.0
+852 2267 6338	+852 2267 6338	1.0
+852 2787 3688	+852 2787 3688	1.0
+852 2789 0198	+852 2789 0198	1.0
+852 2803 2083	+852 2803 2083	1.0
+852 2576 1968	+852 2576 1968	1.0
+852 2246 8805	+852 2246 8805	1.0
+852 3552 3028	+852 3552 3028	1.0
+852 2523 9698	+852 2523 9698	1.0
+852 3691 8691	+852 3691 8691	1.0
+852 5408 7740	+852 5408 7740	1.0
+852 2517 7322	+852 2517 7322	1.0
+852 2191 9197	+852 2191 9197	1.0
+852 2382 2822	+852 2382 2822	1.0
+852 2810 7575	+852 2810 7575	1.0
+852 6651 7600	+852 6651 7600	1.0
+852 2559 0080	+852 2559 0080	1.0
+852 2523 9500	+852 2523 9500	1.0
+852 2526 5716	+852 2526 5716	1.0
+852 2205 0020	+852 2205 0020	1.0
+852 2739 1133	+852 2739 1133	1.0
+852 2157 0009	+852 2157 0009	1.0
+852 2566 1561	+852 2566 1561	1.0
+852 3717 2848	+852 3717 2848	1.0
+852 6979 9690	+852 6979 9690	1.0
+852 2971 0001	+852 2971 0001	1.0
+852 2739 9808	+852 2739 9808	1.0
+852 2871 0775	+852 2871 0775	1.0
+852 2522 9318	+852 2522 9318	1.0
+852 2751 1999	+852 2751 1999	1.0
+852 2559 6221	+852 2559 6221	1.0
+852 2547 7668	+852 2547 7668	1.0
+852 2722 5733	+852 2722 5733	1.0
+852 3620 2323	+852 3620 2323	1.0
+852 2366 7244	+852 2366 7244	1.0
+852 3717 2299	+852 3717 2299	1.0
+852 2503 3533	+852 2503 3533	1.0
+852 2792 8991	+852 2792 8991	1.0
+852 3705 9174	+852 3705 9174	1.0
+852 2810 0888	+852 2810 0888	1.0
+852 2369 2211	+852 2369 2211	1.0
+852 2383 3448	+852 2383 3448	1.0
+852 2506 2220	+852 2506 2220	1.0
+852 2850 8371	+852 2850 8371	1.0
+852 2777 5388	+852 2777 5388	1.0
+852 2856 2911	+852 2856 2911	1.0
+852 3968 7888	+852 3968 7888	1.0
+852 2541 1099	+852 2541 1099	1.0
+852 2696 6763	+852 2696 6763	1.0
+852 2369 8981	+852 2369 8981	1.0
+852 2455 2499	+852 2455 2499	1.0
+852 2369 6234	+852 2369 6234	1.0
+852 2529 8383	+852 2529 8383	1.0
+852 2117 7001	+852 2117 7001	1.0
+852 2581 9992	+852 2581 9992	1.0
+852 2677 6488	+852 2677 6488	1.0
+852 2885 6728	+852 2885 6728	1.0
+852 2572 5207	+852 2572 5207	1.0
+852 2839 3327	+852 2839 3327	1.0
+852 2468 0641	+852 2468 0641	1.0
+852 2462 8338	+852 2462 8338	1.0
+852 3175 8928	+852 3175 8928	1.0
+852 9772 0014	+852 9772 0014	1.0
+852 2441 4277	+852 2441 4277	1.0
+852 2822 8803	+852 2822 8803	1.0
+852 2882 1683	+852 2882 1683	1.0
+852 3185 8338	+852 3185 8338	1.0
+852 2987 0767	+852 2987 0767	1.0
+852 2858 8238	+852 2858 8238	1.0
