2	2	1.0
201	201	1.0
118	118	1.0
45	45	1.0
56	56	1.0
77	77	1.0
55	55	1.0
102	102	1.0
44	44	1.0
165	165	1.0
10	10	1.0
482	482	1.0
57	57	1.0
599	599	1.0
30	30	1.0
47	47	1.0
507	507	1.0
290	290	1.0
3	3	1.0
141	141	1.0
4	4	1.0
688	688	1.0
324	324	1.0
121	121	1.0
52	52	1.0
125	125	1.0
85	85	1.0
167	167	1.0
158	158	1.0
699	699	1.0
14	14	1.0
12	12	1.0
163	163	1.0
443	443	1.0
46	46	1.0
22	22	1.0
108	108	1.0
62	62	1.0
69	69	1.0
25	25	1.0
107	107	1.0
68	68	1.0
23	23	1.0
122	122	1.0
21	21	1.0
285	285	1.0
461	461	1.0
82	82	1.0
11	11	1.0
128	128	1.0
8	8	1.0
92	92	1.0
132	132	1.0
86	86	1.0
40	40	1.0
136	136	1.0
674	674	1.0
150	150	1.0
81	81	1.0
9	9	1.0
322	322	1.0
496	496	1.0
139	139	1.0
129	129	1.0
6	6	1.0
80	80	1.0
33	33	1.0
423	423	1.0
137	137	1.0
78	78	1.0
168	168	1.0
54	54	1.0
1	1	1.0
36	36	1.0
110	110	1.0
192	192	1.0
377	377	1.0
75	75	1.0
467	467	1.0
26	26	1.0
171	171	1.0
444	444	1.0
484	484	1.0
115	115	1.0
221	221	1.0
84	84	1.0
320	320	1.0
152	152	1.0
134	134	1.0
464	464	1.0
94	94	1.0
200	200	1.0
402	402	1.0
63	63	1.0
111	111	1.0
433	433	1.0
131	131	1.0
312	312	1.0
97	97	1.0
29	29	1.0
32	32	1.0
209	209	1.0
419	419	1.0
19	19	1.0
17	17	1.0
5	5	1.0
265	265	1.0
454	454	1.0
74	74	1.0
106	106	1.0
462	462	1.0
260	260	1.0
20	20	1.0
349	349	1.0
48	48	1.0
18	18	1.0
39	39	1.0
59	59	1.0
42	42	1.0
465	465	1.0
15	15	1.0
303	303	1.0
170	170	1.0
239	239	1.0
483	483	1.0
13	13	1.0
31	31	1.0
156	156	1.0
166	166	1.0
116	116	1.0
16	16	1.0
88	88	1.0
440	440	1.0
37	37	1.0
153	153	1.0
453	453	1.0
335	335	1.0
124	124	1.0
202	202	1.0
7	7	1.0
71	71	1.0
424	424	1.0
164	164	1.0
104	104	1.0
34	34	1.0
43	43	1.0
376	376	1.0
27	27	1.0
302	302	1.0
445	445	1.0
35	35	1.0
24	24	1.0
157	157	1.0
323	323	1.0
28	28	1.0
114	114	1.0
287	287	1.0
58	58	1.0
144	144	1.0
652	652	1.0
289	289	1.0
442	442	1.0
231	231	1.0
135	135	1.0
123	123	1.0
64	64	1.0
338	338	1.0
76	76	1.0
