852-29075227	852-29075227	1.0
+852 2394 1538	+852 2394 1538	1.0
+852 2307 0880	+852 2307 0880	1.0
+852 2512 3000	+852 2512 3000	1.0
+852 2884 6888	+852 2884 6888	1.0
+852 2613 3888	+852 2613 3888	1.0
+852 2643 6332	+852 2643 6332	1.0
852-24743828	852-24743828	1.0
+852 2960 1800	+852 2960 1800	1.0
+852 2521 3008	+852 2521 3008	1.0
+852 6131 7558	+852 6131 7558	1.0
852-26941111	852-26941111	1.0
+852 2522 3992	+852 2522 3992	1.0
+852 2582 8888	+852 2582 8888	1.0
+852 2844 3588	+852 2844 3588	1.0
+852 2835 4376	+852 2835 4376	1.0
+852 2367 6373	+852 2367 6373	1.0
+852 2849 6966	+852 2849 6966	1.0
+852 2440 2981	+852 2440 2981	1.0
+852 2691 1733	+852 2691 1733	1.0
+852 3543 1273	+852 3543 1273	1.0
+852 2380 0188	+852 2380 0188	1.0
+852 2716 9962	+852 2716 9962	1.0
852-28521888	852-28521888	1.0
+852 2411 5111	+852 2411 5111	1.0
+852 9173 7786	+852 9173 7786	1.0
+852 3943 7000	+852 3943 7000	1.0
+852 2355 7282	+852 2355 7282	1.0
+852 2833 4608	+852 2833 4608	1.0
+852 2520 2321	+852 2520 2321	1.0
+852 2522 8212	+852 2522 8212	1.0
+852 2327 8141	+852 2327 8141	1.0
+852 2367 1478	+852 2367 1478	1.0
+852 2147 3199	+852 2147 3199	1.0
+852 2540 6708	+852 2540 6708	1.0
+86 906 559 4703	+86 906 559 4703	1.0
+852 2560 7030	+852 2560 7030	1.0
+852 2576 4121	+852 2576 4121	1.0
+852 2569 1500	+852 2569 1500	1.0
+852 3960 1396	+852 3960 1396	1.0
+852 2824 5303	+852 2824 5303	1.0
+852 2864 1443	+852 2864 1443	1.0
+852 2852 3549	+852 2852 3549	1.0
+852 2732 5229	+852 2732 5229	1.0
+852 2180 6178	+852 2180 6178	1.0
+852 2669 9186	+852 2669 9186	1.0
852-25442688	852-25442688	1.0
852-27086688	852-27086688	1.0
+852 3651 2345	+852 3651 2345	1.0
+852 2732 3232	+852 2732 3232	1.0
+852 2979 0218	+852 2979 0218	1.0
+852 2638 3678	+852 2638 3678	1.0
+852 9667 7186	+852 9667 7186	1.0
+852 3979 2300	+852 3979 2300	1.0
+852 2895 7926	+852 2895 7926	1.0
+852 3111 7344	+852 3111 7344	1.0
+852 2966 8065	+852 2966 8065	1.0
+852 2302 6888	+852 2302 6888	1.0
+852 2121 8344	+852 2121 8344	1.0
+852 2653 3455	+852 2653 3455	1.0
