250	250	1.0
892	892	1.0
2	2	1.0
184	184	1.0
45	45	1.0
56	56	1.0
77	77	1.0
55	55	1.0
102	102	1.0
44	44	1.0
205	205	1.0
10	10	1.0
894	894	1.0
57	57	1.0
1217	1217	1.0
182	182	1.0
30	30	1.0
174	174	1.0
130	130	1.0
190	190	1.0
485	485	1.0
179	179	1.0
161	161	1.0
437	437	1.0
61	61	1.0
3	3	1.0
4	4	1.0
324	324	1.0
50	50	1.0
101	101	1.0
295	295	1.0
52	52	1.0
181	181	1.0
87	87	1.0
125	125	1.0
207	207	1.0
85	85	1.0
297	297	1.0
503	503	1.0
524	524	1.0
14	14	1.0
528	528	1.0
12	12	1.0
49	49	1.0
147	147	1.0
46	46	1.0
22	22	1.0
108	108	1.0
62	62	1.0
69	69	1.0
25	25	1.0
1213	1213	1.0
68	68	1.0
23	23	1.0
21	21	1.0
294	294	1.0
66	66	1.0
82	82	1.0
1177	1177	1.0
1208	1208	1.0
11	11	1.0
1205	1205	1.0
8	8	1.0
132	132	1.0
288	288	1.0
1215	1215	1.0
86	86	1.0
177	177	1.0
175	175	1.0
244	244	1.0
99	99	1.0
148	148	1.0
691	691	1.0
214	214	1.0
241	241	1.0
136	136	1.0
330	330	1.0
81	81	1.0
150	150	1.0
1191	1191	1.0
1216	1216	1.0
9	9	1.0
501	501	1.0
139	139	1.0
129	129	1.0
1218	1218	1.0
6	6	1.0
91	91	1.0
1214	1214	1.0
38	38	1.0
80	80	1.0
375	375	1.0
33	33	1.0
498	498	1.0
399	399	1.0
109	109	1.0
362	362	1.0
415	415	1.0
54	54	1.0
198	198	1.0
1	1	1.0
36	36	1.0
78	78	1.0
60	60	1.0
65	65	1.0
75	75	1.0
172	172	1.0
26	26	1.0
1052	1052	1.0
210	210	1.0
721	721	1.0
1053	1053	1.0
374	374	1.0
221	221	1.0
84	84	1.0
134	134	1.0
94	94	1.0
63	63	1.0
93	93	1.0
131	131	1.0
162	162	1.0
67	67	1.0
183	183	1.0
180	180	1.0
176	176	1.0
29	29	1.0
32	32	1.0
70	70	1.0
209	209	1.0
19	19	1.0
17	17	1.0
5	5	1.0
336	336	1.0
243	243	1.0
74	74	1.0
1212	1212	1.0
620	620	1.0
151	151	1.0
20	20	1.0
191	191	1.0
48	48	1.0
1119	1119	1.0
18	18	1.0
39	39	1.0
95	95	1.0
59	59	1.0
187	187	1.0
42	42	1.0
15	15	1.0
1011	1011	1.0
239	239	1.0
292	292	1.0
340	340	1.0
255	255	1.0
13	13	1.0
31	31	1.0
893	893	1.0
16	16	1.0
342	342	1.0
242	242	1.0
76	76	1.0
133	133	1.0
138	138	1.0
88	88	1.0
329	329	1.0
37	37	1.0
449	449	1.0
113	113	1.0
153	153	1.0
355	355	1.0
124	124	1.0
7	7	1.0
71	71	1.0
868	868	1.0
164	164	1.0
119	119	1.0
34	34	1.0
43	43	1.0
215	215	1.0
376	376	1.0
103	103	1.0
27	27	1.0
73	73	1.0
53	53	1.0
41	41	1.0
35	35	1.0
24	24	1.0
478	478	1.0
323	323	1.0
884	884	1.0
28	28	1.0
114	114	1.0
58	58	1.0
891	891	1.0
249	249	1.0
502	502	1.0
697	697	1.0
231	231	1.0
135	135	1.0
296	296	1.0
64	64	1.0
338	338	1.0
978	978	1.0
72	72	1.0
51	51	1.0
140	140	1.0
