Take the brown line of the City One station.Then change at Tai Wai station from brown line to cyan line.Then change at Kowloon Tong station from cyan line to green line.Get off the train at Mong Kok station.	take the brown line of the city one station.then change at tai wai station from brown line to cyan line.then change at kowloon tong station from cyan line to green line.get off the train at mong kok station.	1.0
Take the green line of the Mong Kok station.Then change at Kowloon Tong station from green line to cyan line.Then change at Tai Wai station from cyan line to brown line.Get off the train at Tai Shui Hang station.	take the green line of the mong kok station.then change at kowloon tong station from green line to cyan line.then change at tai wai station from cyan line to brown line.get off the train at tai shui hang station.	1.0
Take the orange line of the Kowloon station.Then change at Lai King station from orange line to red line.Get off the train at Tsuen Wan station.	take the orange line of the kowloon station.then change at lai king station from orange line to red line.get off the train at tsuen wan station.	1.0
Take the mediumpurple line of the Wah Fu station.Then change at Wong Chuk Hang station from mediumpurple line to yellowgreen line.Then change at Admirality station from yellowgreen line to red line.Get off the train at Tsim Sha Tsui station.	take the mediumpurple line of the wah fu station.then change at wong chuk hang station from mediumpurple line to yellowgreen line.then change at admirality station from yellowgreen line to red line.get off the train at tsim sha tsui station.	1.0
Take the green line of the Kwun Tong station.Then change at Yau Tong station from green line to purple line.Then change at Tamar station from purple line to orange line.Get off the train at Hong Kong station.	take the green line of the kwun tong station.then change at yau tong station from green line to purple line.then change at tamar station from purple line to orange line.get off the train at hong kong station.	1.0
Take the brown line of the Kam Sheung Road station.Then change at Hung Hom station from brown line to cyan line.Then change at Tai Wai station from cyan line to brown line.Get off the train at Sha Tin Wai station.	take the brown line of the kam sheung road station.then change at hung hom station from brown line to cyan line.then change at tai wai station from cyan line to brown line.get off the train at sha tin wai station.	1.0
Take the orange line of the Hong Kong station.Then change at Tamar station from orange line to purple line.Get off the train at North Point station.	take the orange line of the hong kong station.then change at tamar station from orange line to purple line.get off the train at north point station.	1.0
Take the mediumpurple line of the Queen Mary Hospital station.Then change at HKU station from mediumpurple line to blue line.Then change at Admirality station from blue line to cyan line.Then change at Exhibition station from cyan line to purple line.Then change at Tamar station from purple line to orange line.Get off the train at Tung Chung West station.	take the mediumpurple line of the queen mary hospital station.then change at hku station from mediumpurple line to blue line.then change at admirality station from blue line to cyan line.then change at exhibition station from cyan line to purple line.then change at tamar station from purple line to orange line.get off the train at tung chung west station.	1.0
Take the green line of the Choi Hung station.Then change at Diamond Hill station from green line to brown line.Then change at Tai Wai station from brown line to cyan line.Then change at Admirality station from cyan line to red line.Get off the train at Tsim Sha Tsui station.	take the green line of the choi hung station.then change at diamond hill station from green line to brown line.then change at tai wai station from brown line to cyan line.then change at admirality station from cyan line to red line.get off the train at tsim sha tsui station.	1.0
Take the red line of the Tsim Sha Tsui station.Then change at Yau Ma Tei station from red line to green line.Get off the train at Ho Man Tin station.	take the red line of the tsim sha tsui station.then change at yau ma tei station from red line to green line.get off the train at ho man tin station.	1.0
