683	683	1.0
542	542	1.0
1094	1094	1.0
848	848	1.0
796	796	1.0
954	954	1.0
1098	1098	1.0
1127	1127	1.0
517	517	1.0
798	798	1.0
623	623	1.0
823	823	1.0
493	493	1.0
2210	2210	1.0
710	710	1.0
440	440	1.0
1196	1196	1.0
401	401	1.0
402	402	1.0
404	404	1.0
406	406	1.0
407	407	1.0
408	408	1.0
409	409	1.0
410	410	1.0
411	411	1.0
413	413	1.0
414	414	1.0
415	415	1.0
416	416	1.0
659	659	1.0
418	418	1.0
420	420	1.0
421	421	1.0
422	422	1.0
423	423	1.0
426	426	1.0
1136	1136	1.0
958	958	1.0
427	427	1.0
428	428	1.0
429	429	1.0
430	430	1.0
431	431	1.0
432	432	1.0
433	433	1.0
434	434	1.0
435	435	1.0
436	436	1.0
437	437	1.0
438	438	1.0
439	439	1.0
440	440	1.0
442	442	1.0
443	443	1.0
445	445	1.0
446	446	1.0
544	544	1.0
447	447	1.0
448	448	1.0
449	449	1.0
450	450	1.0
451	451	1.0
452	452	1.0
454	454	1.0
456	456	1.0
457	457	1.0
458	458	1.0
459	459	1.0
460	460	1.0
418	418	1.0
462	462	1.0
463	463	1.0
512	512	1.0
465	465	1.0
466	466	1.0
925	925	1.0
468	468	1.0
469	469	1.0
470	470	1.0
471	471	1.0
472	472	1.0
475	475	1.0
476	476	1.0
477	477	1.0
480	480	1.0
481	481	1.0
482	482	1.0
485	485	1.0
486	486	1.0
488	488	1.0
490	490	1.0
491	491	1.0
492	492	1.0
493	493	1.0
494	494	1.0
495	495	1.0
497	497	1.0
498	498	1.0
503	503	1.0
504	504	1.0
505	505	1.0
507	507	1.0
509	509	1.0
510	510	1.0
675	675	1.0
512	512	1.0
513	513	1.0
515	515	1.0
516	516	1.0
517	517	1.0
520	520	1.0
522	522	1.0
523	523	1.0
524	524	1.0
525	525	1.0
901	901	1.0
526	526	1.0
447	447	1.0
528	528	1.0
529	529	1.0
530	530	1.0
531	531	1.0
532	532	1.0
533	533	1.0
534	534	1.0
535	535	1.0
537	537	1.0
538	538	1.0
540	540	1.0
541	541	1.0
542	542	1.0
544	544	1.0
545	545	1.0
546	546	1.0
547	547	1.0
548	548	1.0
549	549	1.0
550	550	1.0
553	553	1.0
555	555	1.0
556	556	1.0
557	557	1.0
558	558	1.0
563	563	1.0
564	564	1.0
565	565	1.0
566	566	1.0
570	570	1.0
603	603	1.0
572	572	1.0
573	573	1.0
574	574	1.0
575	575	1.0
576	576	1.0
578	578	1.0
579	579	1.0
581	581	1.0
582	582	1.0
583	583	1.0
584	584	1.0
587	587	1.0
588	588	1.0
589	589	1.0
593	593	1.0
594	594	1.0
597	597	1.0
598	598	1.0
599	599	1.0
601	601	1.0
602	602	1.0
603	603	1.0
604	604	1.0
606	606	1.0
607	607	1.0
609	609	1.0
610	610	1.0
611	611	1.0
612	612	1.0
614	614	1.0
615	615	1.0
616	616	1.0
620	620	1.0
621	621	1.0
622	622	1.0
623	623	1.0
624	624	1.0
905	905	1.0
626	626	1.0
627	627	1.0
628	628	1.0
629	629	1.0
632	632	1.0
633	633	1.0
634	634	1.0
635	635	1.0
1670	1670	1.0
638	638	1.0
909	909	1.0
640	640	1.0
641	641	1.0
642	642	1.0
643	643	1.0
644	644	1.0
645	645	1.0
404	404	1.0
647	647	1.0
648	648	1.0
649	649	1.0
516	516	1.0
651	651	1.0
652	652	1.0
656	656	1.0
659	659	1.0
661	661	1.0
662	662	1.0
664	664	1.0
665	665	1.0
669	669	1.0
671	671	1.0
672	672	1.0
673	673	1.0
674	674	1.0
675	675	1.0
676	676	1.0
677	677	1.0
678	678	1.0
680	680	1.0
682	682	1.0
683	683	1.0
684	684	1.0
985	985	1.0
689	689	1.0
690	690	1.0
767	767	1.0
692	692	1.0
693	693	1.0
694	694	1.0
696	696	1.0
697	697	1.0
698	698	1.0
699	699	1.0
700	700	1.0
701	701	1.0
704	704	1.0
705	705	1.0
706	706	1.0
709	709	1.0
710	710	1.0
711	711	1.0
712	712	1.0
713	713	1.0
715	715	1.0
716	716	1.0
717	717	1.0
722	722	1.0
724	724	1.0
726	726	1.0
855	855	1.0
728	728	1.0
730	730	1.0
733	733	1.0
423	423	1.0
735	735	1.0
736	736	1.0
737	737	1.0
738	738	1.0
739	739	1.0
740	740	1.0
741	741	1.0
743	743	1.0
744	744	1.0
746	746	1.0
748	748	1.0
749	749	1.0
750	750	1.0
751	751	1.0
754	754	1.0
755	755	1.0
756	756	1.0
757	757	1.0
758	758	1.0
759	759	1.0
760	760	1.0
761	761	1.0
673	673	1.0
763	763	1.0
764	764	1.0
765	765	1.0
766	766	1.0
767	767	1.0
770	770	1.0
772	772	1.0
1162	1162	1.0
775	775	1.0
776	776	1.0
777	777	1.0
778	778	1.0
779	779	1.0
782	782	1.0
490	490	1.0
785	785	1.0
786	786	1.0
787	787	1.0
788	788	1.0
790	790	1.0
791	791	1.0
792	792	1.0
793	793	1.0
794	794	1.0
796	796	1.0
797	797	1.0
798	798	1.0
799	799	1.0
800	800	1.0
801	801	1.0
802	802	1.0
803	803	1.0
806	806	1.0
809	809	1.0
923	923	1.0
813	813	1.0
816	816	1.0
817	817	1.0
818	818	1.0
821	821	1.0
823	823	1.0
824	824	1.0
829	829	1.0
831	831	1.0
832	832	1.0
620	620	1.0
946	946	1.0
839	839	1.0
840	840	1.0
682	682	1.0
843	843	1.0
845	845	1.0
848	848	1.0
850	850	1.0
851	851	1.0
853	853	1.0
855	855	1.0
856	856	1.0
860	860	1.0
868	868	1.0
871	871	1.0
873	873	1.0
876	876	1.0
877	877	1.0
491	491	1.0
882	882	1.0
648	648	1.0
885	885	1.0
887	887	1.0
888	888	1.0
891	891	1.0
839	839	1.0
898	898	1.0
899	899	1.0
900	900	1.0
901	901	1.0
902	902	1.0
903	903	1.0
904	904	1.0
905	905	1.0
908	908	1.0
909	909	1.0
877	877	1.0
919	919	1.0
923	923	1.0
925	925	1.0
929	929	1.0
933	933	1.0
535	535	1.0
937	937	1.0
938	938	1.0
941	941	1.0
942	942	1.0
945	945	1.0
946	946	1.0
684	684	1.0
948	948	1.0
954	954	1.0
958	958	1.0
959	959	1.0
966	966	1.0
967	967	1.0
981	981	1.0
982	982	1.0
984	984	1.0
985	985	1.0
988	988	1.0
989	989	1.0
652	652	1.0
741	741	1.0
997	997	1.0
1003	1003	1.0
1005	1005	1.0
1007	1007	1.0
1010	1010	1.0
1017	1017	1.0
1018	1018	1.0
790	790	1.0
1021	1021	1.0
1022	1022	1.0
1024	1024	1.0
1025	1025	1.0
1026	1026	1.0
558	558	1.0
1031	1031	1.0
1032	1032	1.0
1036	1036	1.0
1037	1037	1.0
1038	1038	1.0
1040	1040	1.0
